date,min_temp,max_temp,rain
2017-09-12,16,34.5,0
2017-09-13,15,34.3,0
2017-09-14,14.5,35.5,0
2017-09-15,15.5,33.5,0
2017-09-16,17,32.6,0
2017-09-17,13.7,36.6,0
2017-09-18,18,31.8,0
2017-09-19,19.4,31.5,0
2017-09-20,19.9,33.4,0
2017-09-21,21.5,32,0
2017-09-22,17.5,32,0
2017-09-23,16.2,34.8,0
2017-09-24,17.7,31.5,0
2017-09-25,17,33.5,0
2017-09-26,16.1,39.5,0
2017-09-27,18.1,38.8,0
2017-09-28,21.7,39.8,0
2017-09-29,21,31.3,0
2017-09-30,17.1,32.9,0
2017-10-01,17.5,31.9,0
2017-10-02,18.6,33.9,0
2017-10-03,19.5,34.9,0
2017-10-04,20.1,37,0
2017-10-05,20.4,38.8,0
2017-10-06,22,37.5,0
2017-10-07,21,35.8,0
2017-10-08,18.6,40.2,0
2017-10-09,19.2,40.3,0
2017-10-10,19.8,40.5,0
2017-10-11,23,38.9,0
2017-10-12,21.5,29.7,0
2017-10-13,18.8,33.7,0
2017-10-14,16,31.9,0
2017-10-15,16.1,35,0
2017-10-16,13.4,41.3,0
2017-10-17,14.5,43.5,0
2017-10-18,18.4,34.8,0
2017-10-19,21.5,31.8,0
2017-10-20,21,41,0
2017-10-21,21.6,38,0
2017-10-22,23.6,34.6,0
2017-10-23,19.5,34.5,0
2017-10-24,20.5,37.7,0
2017-10-25,20.9,39.4,0
2017-10-26,20.6,43.5,0
2017-10-27,21,43.4,0
2017-10-28,23.5,34.7,98
2017-10-29,25.4,35.7,0
2017-10-30,17.7,29.9,0
2017-10-31,15.7,31.4,0
2017-11-01,18,32,0
2017-11-02,20.4,35.5,0
2017-11-03,20.8,36.1,0
2017-11-04,25,35,0
2017-11-05,18.8,33.3,0
2017-11-06,17.4,34.8,0
2017-11-07,18.2,39.5,0
2017-11-08,20.4,42,0
2017-11-09,22,34.8,0
2017-11-10,20.4,35.5,7.5
2017-11-11,20.1,32.6,0
2017-11-12,21.7,33.1,0
2017-11-13,21.4,32,0
2017-11-14,20.5,35.4,0
2017-11-15,21.7,41,0
2017-11-16,21.6,42,0
2017-11-17,21.2,32.1,0
2017-11-18,19.3,30.5,0
2017-11-19,20,31.5,0
2017-11-20,19.6,33.1,0
2017-11-21,19.4,35.6,0
2017-11-22,20.4,34,0
2017-11-23,22.7,36.7,0
2017-11-24,21.5,34.7,0
2017-11-25,20,36.8,0
2017-11-26,21.9,37,22.2
2017-11-27,20.1,29.7,36.3
2017-11-28,18.4,28,0
2017-11-29,19.4,28.8,0
2017-11-30,20,31.5,0
2017-12-01,17.9,32.5,0
2017-12-02,18.8,35.4,0
2017-12-03,17.7,37.2,0
2017-12-04,20.5,37.9,0
2017-12-05,23.5,35,0
2017-12-06,22,35,0
2017-12-07,20,33.5,0
2017-12-08,20,33,2.2
2017-12-09,20,34.2,0
2017-12-10,20.7,36.2,0
2017-12-11,22.7,29.7,1.7
2017-12-12,21.2,34.5,8.3
2017-12-13,22.3,35.5,0
2017-12-14,22.4,39,44
2017-12-15,21,30.9,2.8
2017-12-16,20.1,26.7,2.1
2017-12-17,20,31.7,0
2017-12-18,20.8,33.9,0
2017-12-19,21,33.4,11.8
2017-12-20,21.9,30.7,0
2017-12-21,21.4,34.6,0
2017-12-22,21.4,34.6,0
2017-12-23,21.7,37.9,1.8
2017-12-24,22.2,32.9,36.7
2017-12-25,21,33.2,3.6
2017-12-26,20.7,34,15
2017-12-27,20.3,27.7,18.1
2017-12-28,20.1,29.5,0
2017-12-29,18,32,0
2017-12-30,16.2,31.4,0
2017-12-31,17.3,35,0
2018-01-01,16.3,36.5,0
2018-01-02,19,39,0
2018-01-03,20.9,32,13.8
2018-01-04,20,27.9,1.4
2018-01-05,17.4,31.4,0
2018-01-06,17.1,34.9,0
2018-01-07,17.5,34.9,0
2018-01-08,19.7,31,0
2018-01-09,20.5,36.1,0
2018-01-10,21,32,8.4
2018-01-11,19.4,28.7,2.2
2018-01-12,18.4,30,0
2018-01-13,17.8,33,0
2018-01-14,19.5,34,0
2018-01-15,21.1,34.7,0
2018-01-16,21.2,34,25.1
2018-01-17,20,32,27.9
2018-01-18,19.8,32.5,6.7
2018-01-19,19.5,32,0
2018-01-20,19.3,33.6,0
2018-01-21,19.2,34,0
2018-01-22,18,32.5,0
2018-01-23,19,32.9,0
2018-01-24,18.4,35.5,0
2018-01-25,20.4,35.5,0
2018-01-26,21,32,0
2018-01-27,21.5,35,0
2018-01-28,20.5,37.5,0
2018-01-29,22.2,35.4,0
2018-01-30,20.5,35,0
2018-01-31,21.8,32.7,0
2018-02-01,20,39,0
2018-02-02,22.5,38,0
2018-02-03,22.1,38,5.7
2018-02-04,22.5,31.5,4.4
2018-02-05,21,33.8,0
2018-02-06,21,33,0
2018-02-07,20,35,0
2018-02-08,22.5,32,0
2018-02-09,20.3,31,9.2
2018-02-10,21,27.7,15
2018-02-11,20.1,29,0
2018-02-12,21,31.7,0
2018-02-13,22.1,34.5,0
2018-02-14,20.1,33.4,0
2018-02-15,19.5,35.5,0
2018-02-16,20.5,37.4,0
2018-02-17,22.1,37.6,0
2018-02-18,22.4,33.2,0
2018-02-19,20.8,34.1,0
2018-02-20,20,36.8,13.5
2018-02-21,21,34,0
2018-02-23,21.3,35.5,0
2018-02-24,21.5,37.3,0
2018-02-25,21.2,31.5,0
2018-02-26,21.9,36.5,21
2018-02-27,20.4,31.5,4.8
2018-02-28,22.1,33.7,14.1
2018-03-01,22.1,31,145
2018-03-02,21.5,30.3,1
2018-03-03,20,32.4,0
2018-03-04,21.1,34,0
2018-03-05,20.5,34.4,0
2018-03-06,20,33.7,0
2018-03-07,20.5,34.3,0
2018-03-08,20,35.5,0
2018-03-09,18.5,38,0
2018-03-10,21.4,31.5,5.9
2018-03-11,21,33.7,0
2018-03-12,20,34,8.7
2018-03-13,21.4,32.9,4.7
2018-03-14,20.8,32,18.6
2018-03-15,21.1,34.5,0
2018-03-16,21,35.5,0
2018-03-17,21.9,33,0
2018-03-18,18.8,32.5,5.5
2018-03-19,20,32.5,0
2018-03-20,19.3,34.4,0
2018-03-21,19.9,33.6,0
2018-03-22,19.5,35.5,0
2018-03-23,20.5,34,0
2018-03-24,19.4,35.5,0
2018-03-25,19.5,37,0
2018-03-26,20.7,37,0
2018-03-27,21.1,34.5,0
2018-03-28,20.5,34,0
2018-03-29,21,34,0
2018-03-30,21.2,35.2,0
2018-03-31,19.1,35,0
2018-04-01,20,34,0
2018-04-02,19.5,34,0
2018-04-03,19.7,33.5,0
2018-04-04,20,35.5,0
2018-04-05,24,36,0
2018-04-06,24,36.5,0
2018-04-07,19,35.6,0
2018-04-08,21.1,34.5,0
2018-04-09,20.9,33.5,60
2018-04-10,20.1,32.5,0
2018-04-11,20.9,33,1.4
2018-04-12,20,32,29.8
2018-04-13,19.3,29,4.7
2018-04-14,19,31.7,0
2018-04-15,18.1,31.5,0
2018-04-16,17.2,30,0
2018-04-17,19,30.8,0
2018-04-18,22,31.2,0
2018-04-19,16.5,34.5,0
2018-04-20,16.7,34.5,0
2018-04-21,17.6,32,0
2018-04-22,18.4,32.5,0
2018-04-23,17.5,32,0
2018-04-24,16,31.7,0
2018-04-25,14,31,0
2018-04-26,17,32,0
2018-04-27,17.5,33,0
2018-04-28,16.9,34,0
2018-04-29,17,33.4,0
2018-04-30,17.7,32.7,0
2018-05-01,19.5,31.5,0
2018-05-02,18.9,31,0
2018-05-03,18,34.5,0
2018-05-04,19.5,35,1.5
2018-05-05,20.4,31,0
2018-05-06,19.5,32,0
2018-05-07,19.4,32,0
2018-05-08,14,31,0
2018-05-09,14.3,32,0
2018-05-10,13.2,32.5,0
2018-05-11,15,32.5,0
2018-05-12,15,33.4,0
2018-05-13,15.6,35.4,0
2018-05-14,17,35.3,0
2018-05-15,17.5,33.1,0
2018-05-16,19.7,30.5,0
2018-05-17,18.5,30.5,0
2018-05-18,18.5,31.5,0
2018-05-19,17.7,29.5,0
2018-05-20,13.5,29.6,0
2018-05-21,15.7,30.8,0
2018-05-22,18,30.5,0
2018-05-23,20,32,0
2018-05-24,16.6,31.5,0
2018-05-25,16.5,31.7,0
2018-05-26,16,33.7,0
2018-05-27,19,33,0
2018-05-28,21.5,31.5,0
2018-05-29,15.4,31,0
2018-05-30,11.1,31,0
2018-05-31,12.5,30.5,0
2018-06-01,15.5,31,0
2018-06-02,9.8,32.3,0
2018-06-03,12.4,29.4,0
2018-06-04,12.7,29.5,0
2018-06-05,14,25,2
2018-06-06,11,26.8,0
2018-06-07,14.4,26.8,0
2018-06-08,10.5,28,0
2018-06-09,9,28.5,0
2018-06-10,12.2,29.8,0
2018-06-11,13.9,29.5,0
2018-06-12,16.3,28.5,0
2018-06-13,16.5,28.5,0
2018-06-14,14,29,0
2018-06-15,13.5,31.8,0
2018-06-16,15,34,0
2018-06-17,14,32.5,0
2018-06-18,16.9,30.9,0
2018-06-19,14.2,32.4,0
2018-06-20,11.9,32.3,0
2018-06-21,16.9,30,0
2018-06-22,15.5,28.5,0
2018-06-23,15.5,29.5,0
2018-06-24,14,28.5,0
2018-06-25,13.9,28,0
2018-06-26,13.6,28,0
2018-06-27,13,29.3,0
2018-06-28,13.5,30,0
2018-06-29,14.5,28,0
2018-06-30,11.7,28.4,0
2018-07-01,11,28.4,0
2018-07-02,12.4,29.3,0
2018-07-03,13.4,29.5,0
2018-07-04,13,28.5,2.6
2018-07-05,15,26.5,4
2018-07-06,14.5,29.2,10.4
2018-07-07,14.5,22,0
2018-07-08,15.8,24.6,2.2
2018-07-09,16.4,27.5,0
2018-07-10,16.4,28,0
2018-07-11,16.8,29,0
2018-07-12,15,28,0
2018-07-13,15,28.5,0
2018-07-14,14.5,30,0
2018-07-15,15.3,26.9,2.8
2018-07-16,13.9,21.4,3.7
2018-07-17,13.1,23.2,3.5
2018-07-18,12.7,20.4,6.4
2018-07-19,13.4,19.5,5.2
2018-07-20,12,24,0.8
2018-07-21,11.5,25.8,0
2018-07-22,14.4,27,0
2018-07-23,12.2,25.3,1.8
2018-07-24,13.9,27,0
2018-07-25,12,27.3,0
2018-07-26,11,28,0
2018-07-27,10.4,29,0
2018-07-28,12.4,29.5,0
2018-07-29,14.4,29.5,0
2018-07-30,13.5,30,0
2018-07-31,13.6,30.2,0
2018-08-01,13.5,30.2,0
2018-08-02,10.4,33,0
2018-08-03,9,30.4,0
2018-08-04,10.2,29.4,0
2018-08-05,11.4,32.5,0
2018-08-06,12,35,0
2018-08-07,13.5,35.5,0
2018-08-08,13.5,35,0
2018-08-09,17.5,30,0
2018-08-10,16,32,0
2018-08-11,13,34.5,0
2018-08-12,14.3,33,0
2018-08-13,14.5,33.5,0
2018-08-14,14.5,34,0
2018-08-15,14.5,35.5,0
2018-08-16,11.5,33,0
2018-08-17,10.5,34,0
2018-08-18,12.5,34.5,0
2018-08-19,16,31.5,0
2018-08-20,12,33,0
2018-08-21,13,33.5,0
2018-08-22,15,33.5,0
2018-08-23,13.5,35,0
2018-08-24,14,32.5,0
2018-08-25,19.5,33.5,0
2018-08-26,15,34,0
2018-08-27,15.5,36,0
2018-08-28,18,31.5,0
2018-08-29,14.5,31.5,0
2018-08-30,14,29.5,0
2018-08-31,16.5,31,0
2018-09-01,15.5,32.5,0
2018-09-02,14.5,35,0
2018-09-03,14.5,37,0
2018-09-04,18.9,38,0
2018-09-05,18.5,37.5,0
2018-09-06,17,37.5,0
2018-09-07,16.5,36.5,0
2018-09-08,16.7,37.5,0
2018-09-09,17.6,34,6.8
2018-09-10,15.5,24.5,0
2018-09-11,14,29.5,0
2018-09-12,14,33.5,0
2018-09-13,14.6,36.5,0
2018-09-14,16.5,36,0
2018-09-15,18.9,30,0
2018-09-16,18.4,36.4,0
2018-09-17,17.2,36,0
2018-09-18,15,38.5,0
2018-09-19,15,38,0
2018-09-20,17.5,38.5,0
2018-09-21,21.8,35,0
2018-09-22,17.6,34.5,0
2018-09-23,17.7,32.9,0
2018-09-24,17.8,35,0
2018-09-25,19.1,36.7,0
2018-09-26,17.9,39.2,0
2018-09-27,19.8,39,0
2018-09-28,19.6,38,0
2018-09-29,17.8,37,0
2018-09-30,20.2,37,0.8
2018-10-01,17.3,30,0
2018-10-02,17,33,0
2018-10-03,17.4,36.4,0
2018-10-04,19.1,34,0
2018-10-05,18,30,0
2018-10-06,16.4,32,0
2018-10-07,15,31.7,0
2018-10-08,15.2,31.5,0
2018-10-09,15.8,31.7,0
2018-10-10,16.5,33.5,0
2018-10-11,19.2,34.5,2.3
2018-10-12,18,38.1,0
2018-10-13,18.4,37.5,0
2018-10-14,20.6,34.5,0
2018-10-15,20.6,39.5,0
2018-10-16,20.9,40,0
2018-10-17,19.6,38.4,0
2018-10-18,18.9,40.9,0
2018-10-19,21.5,34,0
2018-10-20,21,34.5,0
2018-10-21,19,30.6,1.1
2018-10-22,15.4,28.4,0
2018-10-23,14.6,28.7,0
2018-10-24,15.4,30.2,0
2018-10-25,15,31.5,0
2018-10-26,21,32.5,0
2018-10-27,16.9,32.3,0
2018-10-28,17.7,32.5,0
2018-10-29,15.5,33.4,0
2018-10-30,15,35.6,0
2018-10-31,14.7,38.7,0
2018-11-01,18.9,40.5,0
2018-11-02,20.7,37.1,0
2018-11-03,20.9,32.8,0
2018-11-04,20.1,30.9,0
2018-11-05,16.5,35,0
2018-11-06,16.1,40.9,0
2018-11-07,20.3,37,0
2018-11-08,19,26.5,1.5
2018-11-09,18,29.5,0
2018-11-10,14.9,31.6,0
2018-11-11,13.4,33,0
2018-11-12,15,32.4,0
2018-11-13,16.4,32,0
2018-11-14,17,34,0
2018-11-15,19,36,0
2018-11-16,21,38,0
2018-11-17,21.6,36.4,3.3
2018-11-18,21.1,36.4,0
2018-11-19,21,34.4,0
2018-11-20,18,37,0
2018-11-21,20.5,42,0
2018-11-22,26,43.5,14
2018-11-23,21,25.5,30.3
2018-11-24,19.5,32.9,0
2018-11-25,20.5,33,6
2018-11-26,19.7,34,0
2018-11-27,20.7,38,16.2
2018-11-28,21.1,35.5,0
2018-11-29,22.8,29.5,15
2018-11-30,18.6,24.5,6.5
2018-12-01,18.7,28,0
2018-12-02,16.5,32.9,0
2018-12-03,17.9,37.6,0
2018-12-04,19.5,40.5,0
2018-12-05,22.7,39.5,0
2018-12-06,22.3,37.5,0
2018-12-07,21,37,0
2018-12-08,21.4,38.1,25.5
2018-12-09,21,31.7,1
2018-12-10,20.5,31.5,0
2018-12-11,21.5,30.5,18.5
2018-12-12,24.4,30.5,0
2018-12-13,25.9,32.5,3.7
2018-12-14,21.1,30.7,15.8
2018-12-15,21,32,2.5
2018-12-16,21,32.4,0
2018-12-17,20.4,33.4,0
2018-12-18,21.4,33.5,0
2018-12-19,21.4,35.5,0
2018-12-20,21.7,36,0
2018-12-21,22.4,34.5,0
2018-12-22,21.6,32,2.1
2018-12-23,20.4,32.5,4.9
2018-12-24,26.7,33.9,0
2018-12-25,20.7,35.4,0
2018-12-26,20.2,37.2,0
2018-12-27,21.5,38.7,0
2018-12-28,22.2,38.5,37.7
2018-12-29,19.2,31.5,0
2018-12-30,21,34,0
2018-12-31,21.5,33.5,0
